generation,mean_fitness,best_fitness,mean_Kd_ratio,std_Kd_ratio,best_Kd_ratio,mean_cv,best_cv,mean_persister,diversity
74,2.6833462599999995,2.822785,2267.536706283672,1375.9813120626588,1180.664389896764,0.06371080320397887,0.06386491881470423,0.0,0.5813533687995208
75,2.71670252,2.8459689999999997,1968.5897645463724,1051.492820491345,2553.861286680397,0.06377431085030291,0.06412887346299985,0.0,0.5318198031141986
76,2.7285160000000004,2.8508339999999994,2020.995188010103,1110.0208338244688,2553.861286680397,0.06406524804432379,0.06616727970673163,0.0,0.5727674306679701
77,2.735946639999999,2.8292740000000003,2096.3901977510577,1522.224762914969,4104.405636133967,0.06443073232153698,0.06567673174592933,0.0,0.7020598224896174
78,2.71440568,2.8381499999999997,2001.1409375411001,1428.3115137896634,1180.664389896764,0.06219017720179858,0.056923595825645906,0.0,0.7151016313929461
79,2.7080547200000002,2.8166739999999995,1728.5321952385423,1457.376357183039,6799.9446916836205,0.06360932695309758,0.06138781906327717,0.0,0.8131407219072033
80,2.71623072,2.831346,1471.7319842362963,1953.5645012844304,733.3487304795502,0.06370941727526812,0.06609928029411151,0.0,0.8658816438199713
81,2.7156675000000003,2.837667,1335.954051903794,1415.3003227157205,1424.2373187850599,0.06328663634225935,0.059628106672447424,0.0,0.8291441220670365
82,2.72239016,2.838444,1492.1790729593217,1291.0468701249415,950.879750153977,0.06357825085154888,0.06577625752513803,0.0,0.8482726654116283
83,2.69669778,2.834069,1402.2996764740715,1042.8728385533607,1629.6399869273616,0.06324943147819953,0.07036845717764026,0.0,0.7675831518342484
84,2.7121995599999997,2.823765,1310.93178518389,1039.0688764393872,3310.3892656420953,0.06268808425714033,0.06331370866486945,0.0,0.7937280038908312
85,2.7054315399999997,2.8388919999999995,1395.3706312615748,1208.7361472370171,2082.386304183672,0.06247616665099151,0.06724185044736285,0.0,1.0904083154519004
